"","ASV","YSI","rASV","rYSI","means"
"0163221013",1.79034668612,3002,1959,1043,171.031074816412
"0163221014",0.515006649738739,2650,631,2019,149.870634019994
"0163221019",3.54154774596103,4191,2193,1998,151.072608998845
"0163221025",1.46915444208886,2629,1765,864,173.317388881665
"0163221032",1.01206424605383,3013,1322,1691,161.30054674033
"0165021002",0.832713675812027,2350,1100,1250,168.17299884386
"0165021011",1.27327845492947,3306,1586,1720,160.610617649256
"0165021015",1.57838133174884,3783,1855,1928,154.717507557476
"0165021021",0.966274081702681,3156,1272,1884,156.320355161285
"0165021032",0.903393816498137,2828,1187,1641,162.340195018033
"0166421007",1.1336411534942,3244,1446,1798,158.624131607059
"0166421029",0.778458159704666,1829,1013,816,173.828851582215
"0166421032",0.335162717995678,1832,342,1490,164.895470483532
"0166421035",0.778937148932097,2221,1015,1206,168.832604108676
"0166421045",1.35875936045662,2357,1667,690,175.78069265151
"0166621003",1.03210877189042,3259,1346,1913,155.173573662702
"0166621005",0.51762369271807,2213,634,1579,163.402973718304
"0166621018",0.250365940296884,1719,248,1471,165.104694087656
"0166621026",1.32123082881201,2685,1632,1053,170.927126144912
"0166621035",1.000560747572,2789,1309,1480,164.99868559607
"0166921025",1.08529221915131,2918,1392,1526,164.280587214254
"0166921031",0.459702233114647,1129,526,603,177.113744102302
"0166921035",0.156473230066394,579,133,446,180.029656394072
"0166921043",1.30997024455173,2377,1621,756,174.736870046642
"0166921052",0.770847718037814,1471,998,473,179.505606607483
"0167121006",1.32975111267211,1889,1637,252,184.231633801157
"0167121012",1.8507176831399,2023,1992,31,196.558634046355
"0167121015",0.71614509340777,970,910,60,193.721202520139
"0167121025",2.13892305293798,2572,2090,482,179.319747764184
"0167121055",1.91887451291605,2864,2014,850,173.478024140857
"0170241007",2.12300699862718,4207,2086,2121,140.551091683336
"0170241036",0.583416404304622,2742,724,2018,149.90592479327
"0170241054",1.25456441466854,3481,1569,1912,155.185166659443
"0170241055",0.530681482182583,2603,652,1951,153.474800979052
"0170241075",1.13237393445209,2202,1443,759,174.691635267073
"0170341002",0.479435612235678,2715,565,2150,133.683245401817
"0170341007",0.62014698246981,1069,776,293,183.345230623856
"0170341023",0.758178704677722,2290,978,1312,167.232888020258
"0170341028",1.84796363993825,2329,1989,340,181.981822050355
"0170341029",0.366014355920958,1325,385,940,172.407825777331
"0170541009",1.05884993736606,2328,1362,966,172.047073959546
"0170541035",1.22966180206006,2813,1542,1271,167.842271516316
"0170541066",0.780202472313896,2325,1017,1308,167.275687036656
"0170541084",0.239442566500771,646,239,407,180.577784215125
"0170541085",2.64010853735448,2385,2157,228,185.11431501268
"0171441005",0.916645715501665,1306,1208,98,191.023409908382
"0171441008",0.626613753901306,2010,785,1225,168.59356338454
"0171441009",1.78085666731651,2712,1955,757,174.71003008148
"0171441029",0.682675579574067,1819,864,955,172.135528506446
"0171441033",0.55228043906184,1031,676,355,181.601733142911
"0178421017",0.499853449895503,1530,598,932,172.537673802518
"0178421022",0.0734127301686367,1102,69,1033,171.150403018655
"0178421029",0.691259548998596,2478,877,1601,163.0238344368
"0178421046",0.399476556089266,973,437,536,178.318391123138
"0178521007",1.29982818238119,3680,1611,2069,146.933592780593
"0178521011",0.486881728311444,1232,577,655,176.347623013804
"0178521022",0.935984407767541,1635,1229,406,180.599805277451
"0178521044",0.803820446877749,1784,1056,728,175.214089976894
"0178521048",0.382472048546737,2122,408,1714,160.69597749138
"0178921003",1.66911690071722,3997,1903,2094,144.086646011989
"0178921004",0.197329392979514,1957,181,1776,159.269280889591
"0178921008",0.148259462828492,1284,129,1155,169.563492961914
"0178921048",0.287995098682628,2390,291,2099,143.376280889593
"0178921049",0.504811306989982,2602,615,1987,151.884901659628
"0179821009",1.0690639212538,1843,1374,469,179.640586659135
"0179821010",0.756012730741486,1449,973,476,179.472164781023
"0179821011",0.456216293370314,755,518,237,184.852800136886
"0179821020",1.46946065770539,2069,1767,302,183.068984265642
"0179821024",0.677023953553035,1609,857,752,174.773227529196
"0179921003",1.22793750813358,3504,1538,1966,152.876664789821
"0179921006",0.229883210242575,2104,225,1879,156.531359851517
"0179921007",1.22128742580738,3325,1532,1793,158.756626617811
"0179921011",0.498624280246739,1684,596,1088,170.451452148931
"0179921048",1.80797977407533,2380,1969,411,180.497851274668
"0180121007",1.54669524511965,3074,1835,1239,168.315587820342
"0180121016",1.30736539954472,3732,1616,2116,141.416780563109
"0180121022",1.53913393618794,3651,1827,1824,158.052033092194
"0180121026",1.8843360138994,4090,2002,2088,144.703670377511
"0180121030",0.797408481385872,3081,1039,2042,148.750591539218
"0180621011",1.19567221241608,2346,1502,844,173.526453861877
"0180621012",0.658160692992923,1438,834,604,177.102507650038
"0180621034",0.846444006000301,1866,1120,746,174.817060946049
"0180621041",0.342109144694662,1081,355,726,175.272690442692
"0180621056",0.802581808720908,2213,1048,1165,169.46002796274
"0180821001",0.863064357958813,3290,1143,2147,134.726180701802
"0180821019",0.1342091719404,279,114,165,187.626772291474
"0180821026",0.314994830248475,1642,320,1322,167.088182503287
"0180821027",0.405864624283457,2208,444,1764,159.667076055969
"0180821031",0.17525594841219,1198,160,1038,171.107408984606
"0180921038",1.27841551015745,2553,1591,962,172.058345084778
"0180921056",9.61262085604203e-14,2057,4,2053,147.712151237949
"0180921062",1.21944618032771,1652,1528,124,189.693364834001
"0180921065",7.8321652805766e-14,2082,3,2079,145.722151237951
"0180921076",1.2396798962086,3291,1552,1739,160.187856461013
"0181821001",0.587229945738206,1934,732,1202,168.901515836621
"0181821008",0.41025894650295,2088,454,1634,162.43260974689
"0181821014",0.406917628074387,2346,447,1899,155.642182318968
"0181821015",0.125380160339949,2125,109,2016,149.978269105711
"0181821018",1.88988316663673,3033,2003,1030,171.180963220203
"0182121004",1.15829425521591,1649,1469,180,186.851922019794
"0182121009",0.563582135843564,1634,696,938,172.443689125244
"0182121018",1.10982145684849,3081,1412,1669,161.695384285066
"0182121033",0.416756216305976,2213,467,1746,160.106137894591
"0182121036",0.694405248567566,2228,881,1347,166.755562915727
"0182321003",2.77334860507993,3607,2166,1441,165.582593978514
"0182321012",2.6577409796729,2736,2159,577,177.491050568122
"0182321029",0.833158184467643,2652,1102,1550,163.949943691599
"0182321043",1.9378130761334,3598,2023,1575,163.461007857954
"0182321050",0.5996474766787,1999,746,1253,168.100618969066
"0182621001",0.100704224582873,2163,90,2073,146.405459150416
"0182621004",0.357053973779774,2341,373,1968,152.658881804949
"0182621014",0.367408010439192,2139,388,1751,159.932634965941
"0182621031",0.274945480292817,2396,272,2124,140.328182503288
"0182921003",1.57393579310784,1931,1853,78,192.363382809622
"0182921035",1.05507998766249,1634,1360,274,183.725346493322
"0182921044",1.84814979375753,3092,1991,1101,170.253637520913
"0182921047",0.303026935512031,857,308,549,178.017839717704
"0182921081",0.879835248760389,1492,1154,338,182.018218712401
"0183521003",0.704837070516528,1836,891,945,172.337728693653
"0183521008",0.468217208001108,920,541,379,181.163445129533
"0183521015",1.04862729275455,1439,1355,84,192.048713840058
"0183521023",1.07984398397473,2117,1384,733,175.074036229277
"0183521029",2.06802417347828,2529,2072,457,179.883975916914
"0183821002",1.15743446590748,3305,1468,1837,157.591876510326
"0183821018",0.364936649648567,1208,382,826,173.752995109449
"0183821034",0.456562908157592,624,519,105,190.876652329451
"0183821041",1.7607899247478,2730,1945,785,174.269947820398
"0183821044",0.810072414423026,2908,1067,1841,157.457629557965
"0184721012",0.329542474819133,2406,334,2072,146.556578020466
"0184721014",1.01469601698073,2980,1326,1654,162.058523980158
"0184721026",1.06237848100018,2745,1368,1377,166.385556620477
"0184721048",0.849955981866654,3250,1123,2127,139.340392423657
"0185521006",1.17178966599776,2972,1483,1489,164.928527411994
"0185521011",1.69290854417528,2646,1916,730,175.116717346439
"0185521013",1.20237571436001,2367,1514,853,173.458368868298
"0185521019",1.94800477214167,2435,2026,409,180.503242886246
"0185521023",1.02462391677267,2114,1336,778,174.334145846259
"0185621010",0.412402676113749,641,462,179,186.853032513631
"0185621014",1.13261182055464,2002,1444,558,177.797613711391
"0185621033",0.617034416922482,1356,769,587,177.335718539276
"0185621045",1.51027391820915,3579,1806,1773,159.433073557728
"0185621047",0.295881216202402,493,299,194,186.42389045291
"0185821005",0.800406360445568,2285,1044,1241,168.287154865172
"0185821015",0.598589042715604,2474,743,1731,160.362272213235
"0185821017",1.68904145629443,3830,1914,1916,155.099501675497
"0185821039",0.987140588117896,2592,1300,1292,167.449310221298
"0185821051",1.13320235071212,1471,1445,26,197.612087110742
"0187521022",1.3671553641884,1728,1673,55,194.028864507962
"0187521033",0.787273786607435,1428,1028,400,180.690020149733
"0187521037",2.84270480437801,2698,2175,523,178.5925688786
"0187521041",0.681652490753993,2157,862,1295,167.424669700055
"0187521049",2.46244361849338,2463,2136,327,182.318432817076
"0188121003",0.724210023257601,1673,922,751,174.774155389
"0188121004",0.363681656387751,1259,381,878,173.14844617721
"0188121030",4.83153291154849e-13,2163,19,2144,135.043521300016
"0188121043",0.586573286561996,1805,731,1074,170.667107092023
"0188321016",0.135485208283176,1434,116,1318,167.1558649104
"0188321035",1.4105000237014,3656,1721,1935,154.258397628015
"0188321051",1.95984450688401,2955,2036,919,172.625640178161
"0188321052",1.62067755070659,2964,1874,1090,170.408187092337
"0188321053",0.405335621460892,1528,443,1085,170.4831298347
"0188621011",0.445990879188224,1274,502,772,174.479428623151
"0188621012",0.301250584349284,467,307,160,187.798743369749
"0188621034",1.36593517015413,1904,1671,233,184.962006914494
"0188621050",0.29455323356787,778,298,480,179.34762827278
"0188621065",0.683275207850963,1453,865,588,177.321863683513
"0188821005",4.19758276959292e-13,1704,16,1688,161.343184442037
"0188821007",2.54108332492615,3049,2147,902,172.858918287845
"0188821027",0.311655477216385,1671,316,1355,166.640008069043
"0188821035",1.63317007162422,2146,1881,265,183.934460474767
"0188821036",2.56237535659997,3471,2150,1321,167.107795279825
"0189121007",0.884681143969691,2517,1163,1354,166.642250114732
"0189121032",1.41338094389642,2863,1722,1141,169.709401131546
"0189121055",1.32049994815775,2698,1631,1067,170.723149307468
"0189121056",3.21888500082267,3386,2186,1200,168.9163688786
"0189121060",0.298467001131932,1382,302,1080,170.622743090368
"0190121008",0.413175559228661,1446,463,983,171.84578476476
"0190121020",2.04965399576287,3934,2065,1869,156.72248860822
"0190121026",1.80445554209037,3857,1967,1890,155.9936462296
"0190121033",0.477451741557826,627,560,67,193.424038169259
"0190121053",0.806468887270585,1405,1060,345,181.868513268173
"0190221001",1.11776541041215,3535,1431,2104,142.663301211657
"0190221005",0.648903022187009,1285,823,462,179.791361870011
"0190221012",0.775266936570997,1991,1005,986,171.808862961746
"0190221016",1.48847166600649,3021,1785,1236,168.364026065432
"0190221026",0.592777400708592,2336,739,1597,163.093241968643
"0190321003",1.43602069027013,3361,1742,1619,162.606336694894
"0190321010",0.733685473137737,1710,939,771,174.506345449724
"0190321014",0.482279360908478,1061,570,491,179.199670377509
"0190321061",0.769343297562333,2811,996,1815,158.259434725245
"0191721004",2.30900887569456,3067,2119,948,172.255452302399
"0191721028",0.872804075380236,2536,1149,1387,166.264802141524
"0191721030",0.788554990856715,1574,1031,543,178.173281226927
"0191721039",1.60051543590529,2648,1867,781,174.318123736052
"0191721052",1.1159242601798,2575,1426,1149,169.621959972647
"0192021016",1.12230551886245,2907,1433,1474,165.099546653558
"0192021017",0.476663866799189,1306,558,748,174.789923854989
"0192021027",0.699767873386177,1923,886,1037,171.122872904243
"0192021042",2.53048882289826,2740,2146,594,177.259177741686
"0192021063",0.170871937659279,1061,150,911,172.730729927948
"0192421005",0.0659056807325712,728,64,664,176.141329531797
"0192421007",0.494762643650764,689,590,99,190.98635830736
"0192421009",0.926804688092465,1233,1220,13,201.07934357666
"0192421021",0.765441410069681,1000,991,9,206.041486475494
"0192421033",2.35008736297363,2194,2126,68,193.407274958337
"0192621007",0.388338885676192,1439,422,1017,171.370803085405
"0192621016",0.42536588251357,1497,479,1018,171.369789314292
"0192621019",5.06182827535399e-13,890,21,869,173.255507759594
"0192621038",0.188292590795344,1743,174,1569,163.57181576325
"0192621066",0.236383514855581,1537,231,1306,167.295776001528
"0192721007",1.48132887359752,2969,1780,1189,169.116165744181
"0192721019",1.35957558024766,1902,1668,234,184.959244479618
"0192721024",1.07533184288054,1693,1380,313,182.680153630693
"0192721027",1.37022737297644,2373,1679,694,175.740537880758
"0192721044",2.00294001369388,4152,2050,2102,142.839979345325
"0194521002",0.555445421986028,737,681,56,193.992204540632
"0194521004",0.051292950272454,1458,58,1400,166.180586717354
"0194521005",1.59678149923671,3253,1864,1389,166.254606562942
"0194521050",1.6701894298635,2778,1904,874,173.194943838164
"0194521058",1.54787924046825,3290,1838,1452,165.366769607858
"0194721003",2.13723189514953,3815,2089,1726,160.494120618887
"0194721007",2.03284225278804,3658,2060,1598,163.08517923714
"0194721026",0.201829376331238,1366,188,1178,169.287408566599
"0194721032",1.33034203942929,3366,1638,1728,160.451462040515
"0194721049",1.24998349344699,3564,1562,2002,150.902702386346
"0196221002",0.704314758473367,1489,890,599,177.175738969256
"0196221015",1.7413773857573,2755,1936,819,173.811356622812
"0196221039",0.777636230106577,1389,1011,378,181.191778945621
"0196221056",1.27943882870014,2939,1594,1345,166.769218831185
"0196221058",0.802850573782518,2590,1050,1540,164.100610271115
"0196921003",0.387920355214128,2592,421,2171,126.965834179619
"0196921005",0.447907415437139,2679,506,2173,126.324842457695
"0196921006",0.806613249129889,2890,1061,1829,158.000947044722
"0196921024",2.32466262757793,4019,2123,1896,155.843581166899
"0196921031",1.09301891144823,1849,1397,452,179.906707105116
"0197021015",2.55692928955553,4232,2148,2084,145.417253400261
"0197021020",2.10356849936234,3225,2077,1148,169.63164583732
"0197021025",1.14811316434549,3253,1454,1799,158.581443329663
"0197021034",0.336052166915443,1031,343,688,175.824193024204
"0197021042",1.93442742156392,4012,2021,1991,151.609960085784
"0197821002",1.34777080992684,1764,1657,107,190.814258309828
"0197821011",0.964337354347156,2560,1266,1294,167.434247367177
"0197821024",1.05360204661058,2963,1358,1605,162.840487957767
"0197821032",1.02321905187528,1918,1332,586,177.349756268358
"0197821033",0.17634911445395,1784,162,1622,162.581940783161
"0198221016",0.816897067642717,2316,1079,1237,168.340105949949
"0198221017",1.64904387879231,2533,1892,641,176.426652626668
"0198221018",1.18469379371405,1528,1494,34,196.117481534547
"0198221030",1.33375955251996,3355,1643,1712,160.732538101578
"0198221046",1.7151448067179,2921,1925,996,171.671405216989
"0198321005",1.93306027183931,3327,2020,1307,167.288281700106
"0198321007",0.186865898381069,473,173,300,183.09874025941
"0198321076",0.395224341963137,472,432,40,195.255792417548
"0198321086",0.766916161615808,1250,993,257,184.168758020651
"0198321096",3.26976019430136,3208,2189,1019,171.366756935649
"0198521015",2.05223117228591,2275,2068,207,186.01049546847
"0198521028",0.922512190173728,1565,1215,350,181.728649911984
"0198521036",0.485512076212006,2634,576,2058,147.512724811417
"0198521039",0.889102456448855,2660,1169,1491,164.891316852941
"0198521046",0.282590672286165,909,284,625,176.635181871717
"0199321023",0.194711116805651,2276,179,2097,143.925295790155
"0199321024",1.09816625242066,2207,1405,802,174.065400816249
"0199321031",0.607623079679232,1288,755,533,178.384954433024
"0199321036",1.11599606127861,3331,1427,1904,155.549417401479
"0199321040",0.754626545738709,1701,967,734,175.062048244872
"0200021017",0.358711816424581,2492,377,2115,141.487552645464
"0200021039",1.72615015351336,4119,1931,2188,97.4566228419701
"0200021066",5.77109336069251e-13,2086,29,2057,147.515507759596
"0200021078",3.54834037250234e-13,2171,7,2164,129.191583990906
"0200421017",0.207337029078386,1133,194,939,172.440685787381
"0200421045",0.243240264934956,2353,244,2109,142.297335306592
"0200421052",0.159018850295266,2255,137,2118,141.219736964023
"0200421057",5.95371933919475e-14,2108,1,2107,142.432151237952
"0200621016",0.63208857697556,1493,791,702,175.627809697842
"0200621028",0.601030838642086,1419,749,670,176.060991256426
"0200621038",0.0901138353882211,1892,76,1816,158.243137492561
"0200621039",0.972894181248415,2910,1280,1630,162.47014906747
"0200621041",0.531585918818824,2358,655,1703,161.029363330768
"0201421001",1.00204429985336,3269,1313,1956,153.221455778024
"0201421021",1.52250392904157,2148,1815,333,182.175516021785
"0201421033",0.287923100428249,1766,290,1476,165.052692835223
"0201421035",1.20053666913064,3224,1508,1716,160.65468183141
"0201421054",0.779719748719893,2960,1016,1944,154.01805722767
"0202321006",0.44170319167137,1895,500,1395,166.225064813518
"0202321010",0.614698659516761,775,761,14,200.79283626898
"0202321014",1.62827802235385,3130,1879,1251,168.128355967082
"0202321019",1.16497075132878,2267,1476,791,174.188725665503
"0202321023",0.308516294052811,2203,314,1889,155.997049674208
"0203021022",1.5120111289903,2454,1807,647,176.375024060625
"0203021028",0.524285692976642,2066,643,1423,165.902424200611
"0203021033",1.19582774119349,1966,1503,463,179.784866477757
"0203021036",1.48364270245518,2337,1784,553,177.937528212109
"0203021046",1.22610350218182,2745,1535,1210,168.775367474584
"0203221027",1.95619063059396,2757,2032,725,175.280759181707
"0203221030",0.744825890794268,2142,955,1187,169.117508986645
"0203221046",0.551079563573847,1998,674,1324,167.064274436617
"0203221057",2.05019637467825,2579,2066,513,178.820125691399
"0203221060",0.909221454844353,1340,1201,139,188.919258514418
"0205021005",0.978379075794895,3171,1286,1885,156.303255928646
"0205021046",1.02895633276109,2810,1342,1468,165.199383026478
"0205021051",0.496891700456655,2333,595,1738,160.214718790291
"0205021054",0.623203936353691,2757,781,1976,152.410703666711
"0205021060",1.30992094375393,2937,1620,1317,167.183401188284
"0205821003",1.11522746189323,2656,1423,1233,168.394162059494
"0205821007",0.238628542416811,1512,237,1275,167.720668639927
"0205821014",1.43331579017084,3444,1739,1705,161.008382608794
"0205821015",1.33221650682033,2146,1640,506,178.949088908808
"0205821016",0.479199597151957,1847,563,1284,167.619896745211
"0206921011",0.00702729062978655,684,40,644,176.41798212795
"0206921014",1.54733476963463,3030,1836,1194,168.98948781567
"0206921018",0.0376932356459198,1428,50,1378,166.381018710995
"0206921026",1.59385719834099,3520,1863,1657,161.960588179937
"0206921042",0.640390697434453,2750,804,1946,153.93932538394
"0207921001",2.29942185255542,3727,2117,1610,162.793547417699
"0207921011",0.438556413282292,1475,496,979,171.939438326083
"0207921024",0.880042881661367,1538,1155,383,180.998351363935
"0207921027",0.558684669547009,856,686,170,187.308172492713
"0207921031",2.32011384175258,3513,2121,1392,166.241501199663
"0208421013",0.24097692899858,1914,240,1674,161.6512611339
"0208421026",0.180145648023128,2006,168,1838,157.550826367806
"0208421027",0.776327058654997,1352,1008,344,181.895746890009
"0208421036",1.59749032113788,2000,1865,135,189.22331486788
"0208421040",1.09566019029806,1657,1401,256,184.173072090732
"0208921002",0.944531692754736,2264,1237,1027,171.23434509366
"0208921003",0.22305799576165,1961,219,1742,160.12150881893
"0208921006",0.466871661078647,2086,540,1546,164.007341985397
"0208921012",0.170350092435569,2042,148,1894,155.909439020009
"0208921016",0.274768629767742,1156,271,885,173.084715432274
"0210021003",1.7517159469976,2147,1942,205,186.031701965736
"0210021005",1.49740516298592,3070,1794,1276,167.718030200208
"0210021007",1.50931808803016,3347,1805,1542,164.07490309047
"0210021010",1.85768542259473,3727,1994,1733,160.346121509802
"0210021019",1.71882690972224,3489,1927,1562,163.676618524731
"0210821026",1.0265785264633,2728,1338,1390,166.251500567451
"0210821028",1.7520797539607,2771,1943,828,173.738693006964
"0210821037",1.19705530837267,1953,1505,448,179.989607092022
"0210821043",1.22108174414512,2271,1531,740,174.922308671968
"0210821050",0.648485415640814,1497,822,675,175.97976779831
"0212621008",1.43032138088578,2268,1737,531,178.409994970584
"0212621011",0.530952701965491,1821,653,1168,169.447433687181
"0212621019",0.140355096954685,1664,123,1541,164.07985521825
"0212621021",1.1593647237345,1507,1471,36,196.007243494386
"0212621030",0.474314897718074,801,552,249,184.286118009958
"0213121008",0.615846235340991,1178,765,413,180.484652814033
"0213121010",1.63933558918373,3450,1886,1564,163.634419807815
"0213121015",2.48314696253656,3018,2141,877,173.186520730564
"0213121016",0.500679981119427,1464,601,863,173.327000057961
"0213121022",1.26694746996446,2111,1581,530,178.439047758432
"0215721006",0.972432263488644,1573,1279,294,183.313679826654
"0215721014",1.2534015316866,2671,1565,1106,170.197846493323
"0215721041",1.92217794151537,2833,2015,818,173.82123274421
"0215721053",0.855589315206379,1612,1135,477,179.470961273921
"0215721082",1.05300134411825,1430,1356,74,192.423286332746
"0216321073",0.727044977006237,1393,926,467,179.669110833008
"0216321076",0.860330310301367,2731,1138,1593,163.14422827423
"0216321078",0.204082380655938,655,190,465,179.715048647228
"0216321085",0.205446446810076,1620,192,1428,165.835568856998
"0216321089",1.47946303295148,3421,1775,1646,162.262253325802
"0216921025",1.25928142904687,2790,1573,1217,168.699427357227
"0216921070",0.108759992199095,762,101,661,176.207765900345
"0216921078",0.567622559608104,1550,703,847,173.511162397994
"0216921082",0.345980301276727,1577,358,1219,168.688852594191
"0216921085",1.06779293548181,3323,1373,1950,153.537591022673
"0218021009",2.30328899075355,2935,2118,817,173.825110937379
"0218021010",0.717004605394186,2874,911,1963,152.915631278837
"0218221012",0.33042274306253,1622,335,1287,167.564261379929
"0218221013",0.502040775120322,932,609,323,182.399759314476
"0218221016",1.25384752049412,3166,1566,1600,163.027417370372
"0218221019",0.786804569975023,1436,1026,410,180.501643219776
"0218221031",1.90078966650508,2890,2006,884,173.101012568079
"0218321002",0.74039230618569,1465,949,516,178.79004349867
"0218321003",0.738047327498743,2058,945,1113,170.095715890353
"0218321006",0.390330416050976,1983,425,1558,163.783781814706
"0218321016",0.385043768414118,659,414,245,184.544116641784
"0218321019",0.72986601167796,1755,930,825,173.764414941743
"0218721014",0.631977355859687,2470,790,1680,161.485569455716
"0218721018",0.278655140085756,2231,277,1954,153.309697010089
"0218721021",1.37694029941564,3661,1687,1974,152.446761670026
"0218721022",0.422497054657248,2112,475,1637,162.401066291678
"0218721055",0.764200865091075,2935,987,1948,153.706177123625
"0218921008",2.46505093952717,3534,2137,1397,166.185841708989
"0218921016",1.07185995479787,1901,1376,525,178.524924418106
"0218921022",2.18039520271034,3673,2102,1571,163.560766590503
"0218921037",1.09269868726957,2584,1396,1188,169.117005290678
"0218921038",0.889680057788088,1376,1170,206,186.017843583089
"0219421027",1.22694053937429,1913,1536,377,181.197083893689
"0219421037",0.61574942362524,2383,762,1621,162.592890206734
"0219421044",0.777261227590069,2142,1010,1132,169.769894116983
"0219421057",0.952418076105006,1944,1247,697,175.704755481245
"0219421065",1.70083567736351,3474,1918,1556,163.789756571148
"0220621020",0.53038463359486,1393,651,742,174.881788269909
"0220621024",1.78166242818364,3156,1957,1199,168.933373538065
"0220621025",0.382765970887598,993,409,584,177.363306800172
"0220621026",0.712141316168659,2733,903,1830,157.997861026401
"0220621029",1.55164272485771,3321,1839,1482,164.965068155927
"0221321001",0.171868849946921,1025,152,873,173.201297843473
"0221321004",1.35868187646337,1689,1666,23,198.146740903247
"0221321022",0.479303587664161,1861,564,1297,167.403446039971
"0221321034",2.01106980909332,3027,2052,975,171.970704054663
"0221321037",1.41902822260639,1852,1727,125,189.528282689482
"0223021009",1.81391182811284,3426,1972,1454,165.350292469063
"0223021027",0.867499222079918,1264,1145,119,190.098738507338
"0223021031",0.337379120244359,866,346,520,178.650493831224
"0223021051",0.305698903385564,790,312,478,179.446696681708
"0223021054",0.602845472598091,1551,751,800,174.083531447003
"0223321002",0.30491262193127,472,310,162,187.777559224781
"0223321031",0.900466802555266,2215,1183,1032,171.172353004803
"0223321049",1.42411593971461,2783,1733,1050,170.9552285405
"0223321051",1.60149160196786,2038,1869,169,187.401981819674
"0223321052",0.884718861201101,1725,1164,561,177.74832552421
"0223521015",0.641770421572464,2583,809,1774,159.347924593146
"0223521019",0.326924279951807,1321,332,989,171.767522882192
"0223521023",1.03202975633727,1998,1345,653,176.352128630815
"0223521040",1.50171259740028,2613,1798,815,173.843699467418
"0223521041",1.91321085656677,2480,2012,468,179.649825215646
"0224121001",0.513058693660195,1676,630,1046,171.016042053441
"0224121002",0.984348899657452,2725,1295,1430,165.779436717896
"0224121003",1.29414906226398,2293,1607,686,175.847676504076
"0224121017",0.764605531262133,2569,988,1581,163.324679382033
"0224121019",0.472558183257259,2510,548,1962,152.919137543731
"0225321003",0.580121544215981,2455,720,1735,160.292455988743
"0225321006",0.981652655073745,1422,1291,131,189.359512438289
"0225321007",0.860867388727862,1273,1140,133,189.352216230045
"0225321009",1.34025631662245,3302,1652,1650,162.193810124824
"0225321049",1.34333557930756,3372,1654,1718,160.644353218429
"0225721003",2.12357851005854,3356,2087,1269,167.921681059218
"0225721008",1.29184271687583,2767,1603,1164,169.471796305157
"0225721010",1.24969195426517,2733,1560,1173,169.384741395948
"0225721017",1.45727228988332,3482,1755,1727,160.480167000358
"0225721019",0.754857554726404,1265,970,295,183.303008245279
"0225921005",0.855091531134503,1743,1133,610,176.953378552742
"0225921026",2.03764494852853,2093,2061,32,196.154073996857
"0225921028",1.63245198307368,2940,1880,1060,170.869276498073
"0225921031",0.905980726670744,1697,1193,504,178.966789950385
"0225921032",0.174711826458411,790,157,633,176.589566631016
"0227221004",1.24641480044862,2479,1556,923,172.607208717372
"0227221015",0.308668481260113,556,315,241,184.746354314179
"0227221041",0.557485827353665,1467,684,783,174.297789927874
"0227221046",0.174800789303611,1537,158,1379,166.362378805873
"0227221050",2.18713983551463,3278,2103,1175,169.375483300856
"0227821001",2.03992164044138,3311,2063,1248,168.215761771113
"0227821029",0.83362626521943,1733,1103,630,176.618893397691
"0227821035",0.300683239225494,1534,305,1229,168.534611590709
"0227821055",1.18819311760074,2761,1497,1264,167.978892801011
"0227821061",0.846147951073259,1724,1119,605,177.01102627985
"0229121003",1.81425159315831,3752,1973,1779,159.223947531314
"0229121027",1.45460916452901,2647,1754,893,172.97166447406
"0229121034",1.66072080307546,3007,1900,1107,170.188756376858
"0229121046",1.56866482314664,2315,1849,466,179.699406891061
"0229121049",1.49499651022977,2226,1792,434,180.156550037596
"0229821006",1.6387231298963,3817,1884,1933,154.391886694696
"0229821019",0.333981725361211,425,338,87,191.924749789755
"0229821027",1.02158649497893,3251,1331,1920,154.937009334899
"0229821035",2.2656534752599,2921,2113,808,173.973406652991
"0229821049",2.05314788880038,3969,2069,1900,155.628756775536
"0233221001",0.78258446839733,2135,1020,1115,170.024741059623
"0233221002",0.48458357417879,2765,574,2191,86.2798601365669
"0233221012",0.213941602925037,2299,206,2093,144.168895698433
"0233221018",0.643113365523114,2955,812,2143,135.419869810636
"0233221019",2.15533242250047,3054,2095,959,172.111551261606
"0233321008",0.435850973796335,2249,494,1755,159.84310182582
"0233321009",0.814850470557611,1480,1077,403,180.655565104279
"0233321021",2.05600881323836,2485,2070,415,180.466873662547
"0233321023",1.93547863532948,3579,2022,1557,163.7875788141
"0233321026",2.11637492959364,3300,2082,1218,168.698973857457
"0233421001",1.53458537342174,3520,1824,1696,161.192803047438
"0233421006",0.813237156265569,2705,1074,1631,162.465753082099
"0233421014",1.67656453802576,2392,1908,484,179.269653969894
"0233421027",0.695627239442956,1739,883,856,173.398460085785
"0233421032",0.560317337166163,1243,688,555,177.860913877712
"0234421006",0.803033909522216,2170,1051,1119,169.998118589391
"0234421008",1.52098865779739,3965,1812,2153,132.832201567545
"0234421061",0.977798050808029,2401,1285,1116,170.021644653898
"0234421069",0.177397655158335,2029,165,1864,156.815845066006
"0234421087",0.6326919616443,2654,794,1860,156.878089827204
"0235121003",0.253387486567352,1283,254,1029,171.2199352052
"0235121004",0.00266624705957592,114,38,76,192.375514065755
"0235121005",0.420828484886027,831,471,360,181.516823924164
"0235121008",0.953925106497322,1468,1248,220,185.287939413725
"0235121010",0.6503707635973,1419,824,595,177.252009278902
